,entry,exit,profit,draw_down,run_up,draw_down_percent,run_up_percent
315,402.65,403.85,0.2980255805290044,402.15,410.35,-0.12417732522040925,1.9123308083943913
316,386.75,388.6,0.47834518422753547,383.2,388.6,-0.9179056237879846,0.47834518422753547
317,387.8,389.15,0.348117586384733,387.75,392.8,-0.012893243940181875,1.2893243940175436
318,386.2,375.7,-2.7187985499741107,375.7,403.6,-2.7187985499741107,4.505437597099959
319,388.55,384.8,-0.9651267533136054,384.8,390.5,-0.9651267533136054,0.5018659117230762
320,398.4,452.05,13.466365461847406,398.4,466.45,0.0,17.080823293172685
321,447.1,450.7,0.8051889957503944,440.3,454.2,-1.520912547528519,1.5880116305077019
322,459.55,457.75,-0.39168752040039667,453.75,477.1,-1.2621042324012621,3.8189533239038287
323,460.0,458.6,-0.3043478260869481,458.45,463.8,-0.33695652173912904,0.8260869565217321
324,468.4,462.95,-1.1635354397950493,462.95,468.4,-1.1635354397950493,0.0
325,466.35,473.3,1.4902969872413463,462.75,494.45,-0.7719523962689046,6.025517315321105
